North(m),East(m),Anomalia Magnética(nT)
-2547805.1999999997,-4660335.0,-109.65137488569057
-2547727.5,-4660335.0,-112.38260377223054
-2547649.8,-4660335.0,-116.40785934476361
-2547572.1,-4660335.0,-118.60901966079177
-2547494.4,-4660335.0,-118.32937337215851
-2547416.7,-4660335.0,-118.27322104614419
-2547339.0,-4660335.0,-119.34750825866627
-2547261.3,-4660335.0,-118.55702213643734
-2547183.5999999996,-4660335.0,-115.02633471650343
-2547105.9,-4660335.0,-116.04838679555651
-2547028.1999999997,-4660335.0,-119.96212574547154
-2546950.5,-4660335.0,-117.70845433364178
-2546872.8,-4660335.0,-112.26097443783705
-2546795.1,-4660335.0,-115.31405106583904
-2546717.4,-4660335.0,-121.06085841733741
-2546639.6999999997,-4660335.0,-122.79023060297529
-2546562.0,-4660335.0,-121.17532394910323
-2546484.3,-4660335.0,-117.16695003183969
-2546406.6,-4660335.0,-112.0465950887729
-2546328.9,-4660335.0,-107.01221315889367
-2546251.2,-4660335.0,-110.6035577832858
-2546173.4999999995,-4660335.0,-125.52639282318002
-2546095.8,-4660335.0,-132.43437487586735
-2546018.0999999996,-4660335.0,-133.16116110042955
-2545940.4,-4660335.0,-138.7925923815413
-2545862.6999999997,-4660335.0,-146.33344673719628
-2545785.0,-4660335.0,-149.43015637541856
-2549670.0,-4660223.999999999,-67.08546691920118
-2549592.3000000003,-4660223.999999999,-74.05955719284417
-2549514.5999999996,-4660223.999999999,-74.98245895112557
-2549436.9,-4660223.999999999,-79.32936702395199
-2549359.1999999997,-4660223.999999999,-91.01286980111303
-2549281.5,-4660223.999999999,-96.53621706691797
-2549203.8,-4660223.999999999,-94.65395017875626
-2549126.1,-4660223.999999999,-102.21876010680921
-2549048.4,-4660223.999999999,-125.06235983161052
-2548970.6999999997,-4660223.999999999,-136.74676495740195
-2548892.9999999995,-4660223.999999999,-135.32069401342946
-2548815.3,-4660223.999999999,-138.49612919212302
-2548737.5999999996,-4660223.999999999,-140.51517881300876
-2548659.9,-4660223.999999999,-140.45229371594456
-2548582.2,-4660223.999999999,-140.04810273380318
-2548504.5,-4660223.999999999,-139.80197214715514
-2548426.8,-4660223.999999999,-138.18238845412523
-2548349.0999999996,-4660223.999999999,-133.83573523700963
-2548271.4,-4660223.999999999,-125.17387672612159
-2548193.6999999997,-4660223.999999999,-113.1986995680178
-2548116.0,-4660223.999999999,-103.07217368766446
-2548038.3,-4660223.999999999,-99.2306036955277
-2547960.6,-4660223.999999999,-99.03587858880839
-2547882.9,-4660223.999999999,-102.44887720378114
-2547805.1999999997,-4660223.999999999,-107.71480458325136
-2547727.5,-4660223.999999999,-113.45006926887288
-2547649.8,-4660223.999999999,-118.87105806736835
-2547572.1,-4660223.999999999,-121.95975694078676
-2547494.4,-4660223.999999999,-121.29823080917356
-2547416.7,-4660223.999999999,-121.01289005930049
-2547339.0,-4660223.999999999,-122.3889419400917
-2547261.3,-4660223.999999999,-121.68993829004255
-2547183.5999999996,-4660223.999999999,-119.59710358591876
-2547105.9,-4660223.999999999,-119.72855958194049
-2547028.1999999997,-4660223.999999999,-122.3719935900577
-2546950.5,-4660223.999999999,-124.5421420805356
-2546872.8,-4660223.999999999,-125.4039299517765
-2546795.1,-4660223.999999999,-127.24533677995994
-2546717.4,-4660223.999999999,-129.25045146364351
-2546639.6999999997,-4660223.999999999,-128.5650184153129
-2546562.0,-4660223.999999999,-125.35158995909909
-2546484.3,-4660223.999999999,-120.04487447756276
-2546406.6,-4660223.999999999,-114.80189184083298
-2546328.9,-4660223.999999999,-113.08710333872563
-2546251.2,-4660223.999999999,-114.70715606234101
-2546173.4999999995,-4660223.999999999,-119.26370457469702
-2546095.8,-4660223.999999999,-126.8797017834866
-2546018.0999999996,-4660223.999999999,-135.2172398932466
-2545940.4,-4660223.999999999,-143.32059654473875
-2545862.6999999997,-4660223.999999999,-150.1349528421653
-2545785.0,-4660223.999999999,-151.05518636686938
-2549670.0,-4660113.0,-67.46528969772275
-2549592.3000000003,-4660113.0,-76.32369101653399
-2549514.5999999996,-4660113.0,-90.62248433676733
-2549436.9,-4660113.0,-100.44057999969992
-2549359.1999999997,-4660113.0,-100.23202816296707
-2549281.5,-4660113.0,-103.86650813156396
-2549203.8,-4660113.0,-111.6354283512067
-2549126.1,-4660113.0,-108.67179698165256
-2549048.4,-4660113.0,-101.8389254368612
-2548970.6999999997,-4660113.0,-111.51633722810183
-2548892.9999999995,-4660113.0,-126.45419634197584
-2548815.3,-4660113.0,-132.39451433584
-2548737.5999999996,-4660113.0,-132.01495148751582
-2548659.9,-4660113.0,-137.2133640316369
-2548582.2,-4660113.0,-142.20359312846082
-2548504.5,-4660113.0,-142.23189622662417
-2548426.8,-4660113.0,-139.93830971718526
-2548349.0999999996,-4660113.0,-135.49100370862791
-2548271.4,-4660113.0,-126.76510696087182
-2548193.6999999997,-4660113.0,-115.36967453240155
-2548116.0,-4660113.0,-103.914474452636
-2548038.3,-4660113.0,-95.79912410796427
-2547960.6,-4660113.0,-95.84985487717223
-2547882.9,-4660113.0,-101.81505407024123
-2547805.1999999997,-4660113.0,-108.45901270933332
-2547727.5,-4660113.0,-114.32524105124259
-2547649.8,-4660113.0,-118.50872503840463
-2547572.1,-4660113.0,-121.56883001657158
-2547494.4,-4660113.0,-123.64043234962517
-2547416.7,-4660113.0,-124.35520765537245
-2547339.0,-4660113.0,-124.38060263909524
-2547261.3,-4660113.0,-124.64726689323683
-2547183.5999999996,-4660113.0,-126.22329975250224
-2547105.9,-4660113.0,-125.74422209994033
-2547028.1999999997,-4660113.0,-124.35141991707157
-2546950.5,-4660113.0,-126.62172073404923
-2546872.8,-4660113.0,-129.96929225155435
-2546795.1,-4660113.0,-131.56207709147256
-2546717.4,-4660113.0,-131.78558375214487
-2546639.6999999997,-4660113.0,-131.73164702471274
-2546562.0,-4660113.0,-129.2920509645231
-2546484.3,-4660113.0,-123.63439722014033
-2546406.6,-4660113.0,-118.19810174187944
-2546328.9,-4660113.0,-115.50858223965568
-2546251.2,-4660113.0,-114.95444197830965
-2546173.4999999995,-4660113.0,-117.5511433418182
-2546095.8,-4660113.0,-123.18512288284617
-2546018.0999999996,-4660113.0,-129.19667886575755
-2545940.4,-4660113.0,-138.13339451346633
-2545862.6999999997,-4660113.0,-146.467236147455
-2545785.0,-4660113.0,-149.19811496091046
-2549670.0,-4660002.0,-66.72329174228936
-2549592.3000000003,-4660002.0,-81.54043339242163
-2549514.5999999996,-4660002.0,-95.4299431627792
-2549436.9,-4660002.0,-100.58904723914783
-2549359.1999999997,-4660002.0,-99.79994702798359
-2549281.5,-4660002.0,-103.21592779694502
-2549203.8,-4660002.0,-115.25086930590615
-2549126.1,-4660002.0,-116.15885170312812
-2549048.4,-4660002.0,-113.64464284389643
-2548970.6999999997,-4660002.0,-123.52129475139826
-2548892.9999999995,-4660002.0,-139.73635738862453
-2548815.3,-4660002.0,-146.24052191533323
-2548737.5999999996,-4660002.0,-145.32239649265836
-2548659.9,-4660002.0,-143.99236892294937
-2548582.2,-4660002.0,-144.24188838163587
-2548504.5,-4660002.0,-144.95013470537694
-2548426.8,-4660002.0,-144.26585956429278
-2548349.0999999996,-4660002.0,-140.10904449104376
-2548271.4,-4660002.0,-132.48131497085154
-2548193.6999999997,-4660002.0,-121.0094755724765
-2548116.0,-4660002.0,-108.53857835521437
-2548038.3,-4660002.0,-99.55721414579622
-2547960.6,-4660002.0,-98.9782404952611
-2547882.9,-4660002.0,-104.83041173615068
-2547805.1999999997,-4660002.0,-110.48566108828305
-2547727.5,-4660002.0,-114.92217790981276
-2547649.8,-4660002.0,-118.32882954751035
-2547572.1,-4660002.0,-121.60005118640271
-2547494.4,-4660002.0,-125.2560999128765
-2547416.7,-4660002.0,-127.08435257600762
-2547339.0,-4660002.0,-126.3491595719668
-2547261.3,-4660002.0,-125.98899124265378
-2547183.5999999996,-4660002.0,-126.53509712582643
-2547105.9,-4660002.0,-126.5230375577655
-2547028.1999999997,-4660002.0,-126.79674864240343
-2546950.5,-4660002.0,-129.67727246348383
-2546872.8,-4660002.0,-133.94605472961084
-2546795.1,-4660002.0,-136.31411154482132
-2546717.4,-4660002.0,-137.266861077091
-2546639.6999999997,-4660002.0,-137.2766839998446
-2546562.0,-4660002.0,-135.4595499420464
-2546484.3,-4660002.0,-130.88123294179823
-2546406.6,-4660002.0,-124.99705488727095
-2546328.9,-4660002.0,-118.9590164800926
-2546251.2,-4660002.0,-115.23522633444212
-2546173.4999999995,-4660002.0,-115.79057069678665
-2546095.8,-4660002.0,-121.5451533698438
-2546018.0999999996,-4660002.0,-130.88693510282033
-2545940.4,-4660002.0,-138.1130061054057
-2545862.6999999997,-4660002.0,-143.35090126879982
-2545785.0,-4660002.0,-147.72099961114176
-2549670.0,-4659890.999999999,-64.80956184009722
-2549592.3000000003,-4659890.999999999,-80.80735038638714
-2549514.5999999996,-4659890.999999999,-98.74006482087987
-2549436.9,-4659890.999999999,-106.63681996085587
-2549359.1999999997,-4659890.999999999,-106.84544715751345
-2549281.5,-4659890.999999999,-112.07176785780942
-2549203.8,-4659890.999999999,-121.14070092351675
-2549126.1,-4659890.999999999,-128.40820603901432
-2549048.4,-4659890.999999999,-131.9624637900929
-2548970.6999999997,-4659890.999999999,-131.51876601131062
-2548892.9999999995,-4659890.999999999,-134.6799616551576
-2548815.3,-4659890.999999999,-141.128082774785
-2548737.5999999996,-4659890.999999999,-149.3837905151781
-2548659.9,-4659890.999999999,-150.01470126389046
-2548582.2,-4659890.999999999,-148.53022660036723
-2548504.5,-4659890.999999999,-145.97404494013358
-2548426.8,-4659890.999999999,-143.30497408115806
-2548349.0999999996,-4659890.999999999,-138.84838443937605
-2548271.4,-4659890.999999999,-133.29995704732994
-2548193.6999999997,-4659890.999999999,-125.15596679751138
-2548116.0,-4659890.999999999,-113.83196487333535
-2548038.3,-4659890.999999999,-103.98533218660035
-2547960.6,-4659890.999999999,-103.31978807773442
-2547882.9,-4659890.999999999,-108.44498921155069
-2547805.1999999997,-4659890.999999999,-112.54058599449978
-2547727.5,-4659890.999999999,-115.46012535593809
-2547649.8,-4659890.999999999,-118.36117634767385
-2547572.1,-4659890.999999999,-121.55891234034127
-2547494.4,-4659890.999999999,-124.78728950315072
-2547416.7,-4659890.999999999,-126.88407301568252
-2547339.0,-4659890.999999999,-127.89253642879358
-2547261.3,-4659890.999999999,-128.21547247486274
-2547183.5999999996,-4659890.999999999,-129.0855252985232
-2547105.9,-4659890.999999999,-129.63961559130576
-2547028.1999999997,-4659890.999999999,-130.29611861375486
-2546950.5,-4659890.999999999,-132.6349639036525
-2546872.8,-4659890.999999999,-135.18117474340133
-2546795.1,-4659890.999999999,-138.7352427562473
-2546717.4,-4659890.999999999,-140.96310866473664
-2546639.6999999997,-4659890.999999999,-141.39128736544689
-2546562.0,-4659890.999999999,-139.70670378962805
-2546484.3,-4659890.999999999,-134.29909078302674
-2546406.6,-4659890.999999999,-128.47339460700852
-2546328.9,-4659890.999999999,-124.23343921836042
-2546251.2,-4659890.999999999,-120.5336348146645
-2546173.4999999995,-4659890.999999999,-117.46410629547022
-2546095.8,-4659890.999999999,-118.33061827731974
-2546018.0999999996,-4659890.999999999,-118.14270005435223
-2545940.4,-4659890.999999999,-126.2541381235427
-2545862.6999999997,-4659890.999999999,-135.58512728715706
-2545785.0,-4659890.999999999,-141.33198878626092
-2549670.0,-4659780.0,-65.99512780302179
-2549592.3000000003,-4659780.0,-73.32923236507641
-2549514.5999999996,-4659780.0,-86.00841593627
-2549436.9,-4659780.0,-101.9881666054176
-2549359.1999999997,-4659780.0,-113.76780273159764
-2549281.5,-4659780.0,-119.33241976410912
-2549203.8,-4659780.0,-123.02355134285008
-2549126.1,-4659780.0,-129.66710047399212
-2549048.4,-4659780.0,-137.54459968968428
-2548970.6999999997,-4659780.0,-137.7110281567898
-2548892.9999999995,-4659780.0,-139.33751763194832
-2548815.3,-4659780.0,-143.2539610735405
-2548737.5999999996,-4659780.0,-150.2332899011936
-2548659.9,-4659780.0,-149.61615225561417
-2548582.2,-4659780.0,-147.13012488536543
-2548504.5,-4659780.0,-144.04992850964985
-2548426.8,-4659780.0,-140.62429109584048
-2548349.0999999996,-4659780.0,-134.67962869772342
-2548271.4,-4659780.0,-130.5906663215958
-2548193.6999999997,-4659780.0,-126.61416382892645
-2548116.0,-4659780.0,-118.63551921048644
-2548038.3,-4659780.0,-111.30409333858015
-2547960.6,-4659780.0,-108.31481810613494
-2547882.9,-4659780.0,-110.2085319784032
-2547805.1999999997,-4659780.0,-112.79929670109408
-2547727.5,-4659780.0,-116.06408919377606
-2547649.8,-4659780.0,-118.39945509943006
-2547572.1,-4659780.0,-120.94148966703315
-2547494.4,-4659780.0,-123.5094602980733
-2547416.7,-4659780.0,-125.56556356961681
-2547339.0,-4659780.0,-127.0614813328535
-2547261.3,-4659780.0,-128.46526415218128
-2547183.5999999996,-4659780.0,-129.76870822981624
-2547105.9,-4659780.0,-130.8645571343779
-2547028.1999999997,-4659780.0,-131.9501763512133
-2546950.5,-4659780.0,-133.57012268529212
-2546872.8,-4659780.0,-136.0752619729248
-2546795.1,-4659780.0,-138.85858160937715
-2546717.4,-4659780.0,-141.37573927754488
-2546639.6999999997,-4659780.0,-141.96813769306993
-2546562.0,-4659780.0,-140.96880041039756
-2546484.3,-4659780.0,-139.43043514935906
-2546406.6,-4659780.0,-134.91742738948628
-2546328.9,-4659780.0,-129.78354312803307
-2546251.2,-4659780.0,-123.58448602915018
-2546173.4999999995,-4659780.0,-117.55490156580277
-2546095.8,-4659780.0,-116.34230883759074
-2546018.0999999996,-4659780.0,-118.1463187969935
-2545940.4,-4659780.0,-124.17338675679541
-2545862.6999999997,-4659780.0,-130.2669319305187
-2545785.0,-4659780.0,-136.20490130696757
