North(m),East(m),Anomalia Magnética(nT)
-2545785.0,-4662888.0,-108.4470179856807
-2549670.0,-4662777.0,-84.44915100185196
-2549592.3000000003,-4662777.0,-98.37746492167895
-2549514.5999999996,-4662777.0,-111.23474336714
-2549436.9,-4662777.0,-124.08581824100712
-2549359.1999999997,-4662777.0,-139.22764043899647
-2549281.5,-4662777.0,-166.79454677016278
-2549203.8,-4662777.0,-206.31135760073806
-2549126.1,-4662777.0,-239.73964311529014
-2549048.4,-4662777.0,-266.36998363855076
-2548970.6999999997,-4662777.0,-288.31893077935536
-2548892.9999999995,-4662777.0,-315.5025455082652
-2548815.3,-4662777.0,-361.1650397772959
-2548737.5999999996,-4662777.0,-408.6745726537504
-2548659.9,-4662777.0,-430.72880719793955
-2548582.2,-4662777.0,-438.7436931162955
-2548504.5,-4662777.0,-444.67893990695813
-2548426.8,-4662777.0,-416.93812892716073
-2548349.0999999996,-4662777.0,-363.63701378903505
-2548271.4,-4662777.0,-394.86318659413104
-2548193.6999999997,-4662777.0,-460.0601168639498
-2548116.0,-4662777.0,-420.31247938064337
-2548038.3,-4662777.0,-297.97150607870645
-2547960.6,-4662777.0,-237.38158463988336
-2547882.9,-4662777.0,-194.78858965137414
-2547805.1999999997,-4662777.0,-102.99623101057006
-2547727.5,-4662777.0,3.742663507749249
-2547649.8,-4662777.0,72.41527293478525
-2547572.1,-4662777.0,115.11271268041138
-2547494.4,-4662777.0,158.66514999673296
-2547416.7,-4662777.0,192.6452702606319
-2547339.0,-4662777.0,211.9943333288054
-2547261.3,-4662777.0,220.8138043601751
-2547183.5999999996,-4662777.0,215.74806984706174
-2547105.9,-4662777.0,174.76409593160488
-2547028.1999999997,-4662777.0,112.2390635331107
-2546950.5,-4662777.0,99.91508098934739
-2546872.8,-4662777.0,116.88671403428911
-2546795.1,-4662777.0,79.9304571816886
-2546717.4,-4662777.0,32.789910120210834
-2546639.6999999997,-4662777.0,38.87095865601643
-2546562.0,-4662777.0,44.20566850217953
-2546484.3,-4662777.0,17.340087628817248
-2546406.6,-4662777.0,-6.428204708281592
-2546328.9,-4662777.0,-9.577694996057485
-2546251.2,-4662777.0,-15.793665547734566
-2546173.4999999995,-4662777.0,-29.127821249568576
-2546095.8,-4662777.0,-45.77357580596897
-2546018.0999999996,-4662777.0,-61.81941166646293
-2545940.4,-4662777.0,-73.3550492836767
-2545862.6999999997,-4662777.0,-83.82346940855741
-2545785.0,-4662777.0,-99.36159106253143
-2549670.0,-4662666.0,-84.39281638404383
-2549592.3000000003,-4662666.0,-90.91499017372404
-2549514.5999999996,-4662666.0,-100.13814057902569
-2549436.9,-4662666.0,-112.76691307498817
-2549359.1999999997,-4662666.0,-133.9509077769182
-2549281.5,-4662666.0,-159.01825578399132
-2549203.8,-4662666.0,-185.3768289178655
-2549126.1,-4662666.0,-213.40836815102824
-2549048.4,-4662666.0,-241.805727836554
-2548970.6999999997,-4662666.0,-270.20220391286824
-2548892.9999999995,-4662666.0,-303.75260379918495
-2548815.3,-4662666.0,-342.7808628713082
-2548737.5999999996,-4662666.0,-382.01281021645525
-2548659.9,-4662666.0,-410.5668004083887
-2548582.2,-4662666.0,-426.2838305067155
-2548504.5,-4662666.0,-430.7343588262395
-2548426.8,-4662666.0,-427.9708495717657
-2548349.0999999996,-4662666.0,-423.2811374615369
-2548271.4,-4662666.0,-421.8067316338621
-2548193.6999999997,-4662666.0,-404.5053332119431
-2548116.0,-4662666.0,-375.8390776476411
-2548038.3,-4662666.0,-354.61704592331824
-2547960.6,-4662666.0,-320.6907938058617
-2547882.9,-4662666.0,-267.12345582151784
-2547805.1999999997,-4662666.0,-199.75103539337564
-2547727.5,-4662666.0,-110.62178778271591
-2547649.8,-4662666.0,-8.74177262758661
-2547572.1,-4662666.0,73.79789273341436
-2547494.4,-4662666.0,123.01938805420329
-2547416.7,-4662666.0,159.12211386129087
-2547339.0,-4662666.0,193.00905830914945
-2547261.3,-4662666.0,218.10699415058392
-2547183.5999999996,-4662666.0,217.89406261207452
-2547105.9,-4662666.0,170.47788827455912
-2547028.1999999997,-4662666.0,110.82588009806985
-2546950.5,-4662666.0,108.33674742021951
-2546872.8,-4662666.0,126.54257312834004
-2546795.1,-4662666.0,94.32234949069006
-2546717.4,-4662666.0,47.28791083134501
-2546639.6999999997,-4662666.0,30.632887406428996
-2546562.0,-4662666.0,22.75794206096744
-2546484.3,-4662666.0,8.650282610738097
-2546406.6,-4662666.0,-3.405412612708748
-2546328.9,-4662666.0,-7.431946608955566
-2546251.2,-4662666.0,-15.679254066642754
-2546173.4999999995,-4662666.0,-31.732914869217577
-2546095.8,-4662666.0,-46.963232819392786
-2546018.0999999996,-4662666.0,-58.06557757596914
-2545940.4,-4662666.0,-68.41245281314941
-2545862.6999999997,-4662666.0,-78.29378216915865
-2545785.0,-4662666.0,-89.29246954077541
-2549670.0,-4662554.999999999,-81.32345836222214
-2549592.3000000003,-4662554.999999999,-93.96954552036472
-2549514.5999999996,-4662554.999999999,-98.30693509809228
-2549436.9,-4662554.999999999,-103.22528514059618
-2549359.1999999997,-4662554.999999999,-115.3315881327732
-2549281.5,-4662554.999999999,-134.31233799162877
-2549203.8,-4662554.999999999,-159.74575668822186
-2549126.1,-4662554.999999999,-188.48028365117776
-2549048.4,-4662554.999999999,-218.16097082744534
-2548970.6999999997,-4662554.999999999,-247.21693102141072
-2548892.9999999995,-4662554.999999999,-279.3452037000696
-2548815.3,-4662554.999999999,-320.27222288328215
-2548737.5999999996,-4662554.999999999,-361.9096539119585
-2548659.9,-4662554.999999999,-393.5969097843892
-2548582.2,-4662554.999999999,-417.52389148368724
-2548504.5,-4662554.999999999,-430.3159410327504
-2548426.8,-4662554.999999999,-436.71275954662235
-2548349.0999999996,-4662554.999999999,-440.26379687686756
-2548271.4,-4662554.999999999,-439.4218637289909
-2548193.6999999997,-4662554.999999999,-434.45763620640605
-2548116.0,-4662554.999999999,-412.9003840500896
-2548038.3,-4662554.999999999,-374.09395054869333
-2547960.6,-4662554.999999999,-336.1978789748528
-2547882.9,-4662554.999999999,-304.81029281900953
-2547805.1999999997,-4662554.999999999,-265.72533902244265
-2547727.5,-4662554.999999999,-182.42151236631673
-2547649.8,-4662554.999999999,-34.958850020448956
-2547572.1,-4662554.999999999,88.3856919121218
-2547494.4,-4662554.999999999,106.08026125160953
-2547416.7,-4662554.999999999,122.49861454928796
-2547339.0,-4662554.999999999,161.44661292338486
-2547261.3,-4662554.999999999,195.0077882784524
-2547183.5999999996,-4662554.999999999,209.67082049514926
-2547105.9,-4662554.999999999,204.90844984383543
-2547028.1999999997,-4662554.999999999,187.51214976226112
-2546950.5,-4662554.999999999,132.21822626237105
-2546872.8,-4662554.999999999,84.04586565261204
-2546795.1,-4662554.999999999,73.78967569431714
-2546717.4,-4662554.999999999,74.93057757884152
-2546639.6999999997,-4662554.999999999,41.58523540117208
-2546562.0,-4662554.999999999,16.017110486353715
-2546484.3,-4662554.999999999,17.379505113469158
-2546406.6,-4662554.999999999,17.559145929334
-2546328.9,-4662554.999999999,1.3631365123240133
-2546251.2,-4662554.999999999,-12.854898567633093
-2546173.4999999995,-4662554.999999999,-24.371067287101752
-2546095.8,-4662554.999999999,-38.37477329535596
-2546018.0999999996,-4662554.999999999,-53.56056860353229
-2545940.4,-4662554.999999999,-65.68643014869475
-2545862.6999999997,-4662554.999999999,-74.15880263342174
-2545785.0,-4662554.999999999,-80.141826153739
-2549670.0,-4662444.0,-64.14336948943624
-2549592.3000000003,-4662444.0,-72.10373897979719
-2549514.5999999996,-4662444.0,-80.61515531381875
-2549436.9,-4662444.0,-85.74633155986572
-2549359.1999999997,-4662444.0,-91.01157005774785
-2549281.5,-4662444.0,-108.4724069384311
-2549203.8,-4662444.0,-138.67585707030818
-2549126.1,-4662444.0,-169.1624412176439
-2549048.4,-4662444.0,-196.046314666488
-2548970.6999999997,-4662444.0,-225.4967215360766
-2548892.9999999995,-4662444.0,-262.8663717135566
-2548815.3,-4662444.0,-294.40479092499424
-2548737.5999999996,-4662444.0,-329.62910717568644
-2548659.9,-4662444.0,-365.4749527288517
-2548582.2,-4662444.0,-392.9823702948464
-2548504.5,-4662444.0,-413.9769980367343
-2548426.8,-4662444.0,-427.369990634251
-2548349.0999999996,-4662444.0,-435.4486479640439
-2548271.4,-4662444.0,-437.8719019002486
-2548193.6999999997,-4662444.0,-428.8930998791235
-2548116.0,-4662444.0,-406.74808356777777
-2548038.3,-4662444.0,-369.56120851742287
-2547960.6,-4662444.0,-332.1518096137181
-2547882.9,-4662444.0,-293.94128650198013
-2547805.1999999997,-4662444.0,-267.4614856630122
-2547727.5,-4662444.0,-241.22997091013116
-2547649.8,-4662444.0,-174.95973993285938
-2547572.1,-4662444.0,-79.99460955400713
-2547494.4,-4662444.0,0.47164986582267243
-2547416.7,-4662444.0,73.16294955590901
-2547339.0,-4662444.0,130.4774137833789
-2547261.3,-4662444.0,169.33131161600892
-2547183.5999999996,-4662444.0,197.53175005982447
-2547105.9,-4662444.0,206.70643260472528
-2547028.1999999997,-4662444.0,191.65903331653098
-2546950.5,-4662444.0,149.20380425383246
-2546872.8,-4662444.0,99.26053820234961
-2546795.1,-4662444.0,84.51102627051159
-2546717.4,-4662444.0,81.53973654913976
-2546639.6999999997,-4662444.0,58.37379569636127
-2546562.0,-4662444.0,32.95391912581243
-2546484.3,-4662444.0,23.198992533916574
-2546406.6,-4662444.0,17.479530710421187
-2546328.9,-4662444.0,6.183643130015641
-2546251.2,-4662444.0,-6.858765789393075
-2546173.4999999995,-4662444.0,-19.193904051515197
-2546095.8,-4662444.0,-31.430904411407614
-2546018.0999999996,-4662444.0,-44.12448895602889
-2545940.4,-4662444.0,-57.335309597603136
-2545862.6999999997,-4662444.0,-67.18596467425057
-2545785.0,-4662444.0,-71.49683258838988
-2549670.0,-4662333.0,-55.56961373869882
-2549592.3000000003,-4662333.0,-60.73171100265467
-2549514.5999999996,-4662333.0,-67.06738657407996
-2549436.9,-4662333.0,-73.69373503191954
-2549359.1999999997,-4662333.0,-82.88574939323999
-2549281.5,-4662333.0,-99.23079066555265
-2549203.8,-4662333.0,-123.65846047334031
-2549126.1,-4662333.0,-152.94483164366827
-2549048.4,-4662333.0,-185.61114625007383
-2548970.6999999997,-4662333.0,-196.28822972531225
-2548892.9999999995,-4662333.0,-214.07369641634773
-2548815.3,-4662333.0,-255.7550351220208
-2548737.5999999996,-4662333.0,-320.13396459021783
-2548659.9,-4662333.0,-354.0132964827305
-2548582.2,-4662333.0,-378.5414435273492
-2548504.5,-4662333.0,-391.4302485416175
-2548426.8,-4662333.0,-403.7968546312342
-2548349.0999999996,-4662333.0,-415.9979214410289
-2548271.4,-4662333.0,-420.2841571220638
-2548193.6999999997,-4662333.0,-414.7016482450119
-2548116.0,-4662333.0,-406.4856955848413
-2548038.3,-4662333.0,-384.0423823280772
-2547960.6,-4662333.0,-333.47143253173397
-2547882.9,-4662333.0,-269.8714308456748
-2547805.1999999997,-4662333.0,-247.85896659817837
-2547727.5,-4662333.0,-237.56428708865036
-2547649.8,-4662333.0,-215.18258306136008
-2547572.1,-4662333.0,-152.36250939103672
-2547494.4,-4662333.0,-10.640484247947585
-2547416.7,-4662333.0,90.06300492664239
-2547339.0,-4662333.0,124.53005686506005
-2547261.3,-4662333.0,145.78974765637068
-2547183.5999999996,-4662333.0,172.2533565607397
-2547105.9,-4662333.0,189.24082640298073
-2547028.1999999997,-4662333.0,188.5467606834588
-2546950.5,-4662333.0,170.67270207744417
-2546872.8,-4662333.0,137.43489356617775
-2546795.1,-4662333.0,98.38018078026383
-2546717.4,-4662333.0,71.90483842574332
-2546639.6999999997,-4662333.0,51.49915150545513
-2546562.0,-4662333.0,39.59138474898944
-2546484.3,-4662333.0,30.816058297000204
-2546406.6,-4662333.0,22.23232154515884
-2546328.9,-4662333.0,10.466257043890037
-2546251.2,-4662333.0,-2.3828963349582324
-2546173.4999999995,-4662333.0,-15.884812935903726
-2546095.8,-4662333.0,-24.346730869815588
-2546018.0999999996,-4662333.0,-32.26351110190684
-2545940.4,-4662333.0,-50.061855643458756
-2545862.6999999997,-4662333.0,-68.29146755356452
-2545785.0,-4662333.0,-75.47059991163097
-2549670.0,-4662221.999999999,-53.30747508287715
-2549592.3000000003,-4662221.999999999,-56.867418184725636
-2549514.5999999996,-4662221.999999999,-59.93784991472495
-2549436.9,-4662221.999999999,-67.21928580836493
-2549359.1999999997,-4662221.999999999,-79.18649072888738
-2549281.5,-4662221.999999999,-91.4582043614965
-2549203.8,-4662221.999999999,-104.9230671733899
-2549126.1,-4662221.999999999,-130.95776881514263
-2549048.4,-4662221.999999999,-161.68340490776419
-2548970.6999999997,-4662221.999999999,-184.20266303115292
-2548892.9999999995,-4662221.999999999,-202.54959426354418
-2548815.3,-4662221.999999999,-251.72387676122614
-2548737.5999999996,-4662221.999999999,-299.36683061837
-2548659.9,-4662221.999999999,-332.42824027599187
-2548582.2,-4662221.999999999,-358.04117945894336
-2548504.5,-4662221.999999999,-382.3506520242144
-2548426.8,-4662221.999999999,-400.54606804569994
-2548349.0999999996,-4662221.999999999,-391.0303568887936
-2548271.4,-4662221.999999999,-392.46191115803447
-2548193.6999999997,-4662221.999999999,-397.0988025371129
-2548116.0,-4662221.999999999,-391.8658100355965
-2548038.3,-4662221.999999999,-354.3209880112225
-2547960.6,-4662221.999999999,-307.9074587972245
-2547882.9,-4662221.999999999,-266.98827961695605
-2547805.1999999997,-4662221.999999999,-271.64942554384197
-2547727.5,-4662221.999999999,-309.32619348062326
-2547649.8,-4662221.999999999,-195.67431401584307
-2547572.1,-4662221.999999999,-128.71006704717652
-2547494.4,-4662221.999999999,-105.41293741553395
-2547416.7,-4662221.999999999,-29.778041250387318
-2547339.0,-4662221.999999999,37.37474408639321
-2547261.3,-4662221.999999999,107.3022074551982
-2547183.5999999996,-4662221.999999999,147.91573616658474
-2547105.9,-4662221.999999999,167.47748632082275
-2547028.1999999997,-4662221.999999999,180.1400731272728
-2546950.5,-4662221.999999999,174.21069499562708
-2546872.8,-4662221.999999999,153.12624443796136
-2546795.1,-4662221.999999999,115.35360664701479
-2546717.4,-4662221.999999999,81.98844065350318
-2546639.6999999997,-4662221.999999999,52.95669362499
-2546562.0,-4662221.999999999,35.95270559395859
-2546484.3,-4662221.999999999,29.133943586211267
-2546406.6,-4662221.999999999,20.94589778898268
-2546328.9,-4662221.999999999,10.201063898082927
-2546251.2,-4662221.999999999,-0.7826722236708666
-2546173.4999999995,-4662221.999999999,-11.779673645917804
-2546095.8,-4662221.999999999,-23.36748611955811
-2546018.0999999996,-4662221.999999999,-33.812860840348016
-2545940.4,-4662221.999999999,-48.84127531548827
-2545862.6999999997,-4662221.999999999,-57.91663456098623
-2545785.0,-4662221.999999999,-68.35306656103594
-2549670.0,-4662111.0,-51.1619969884607
-2549592.3000000003,-4662111.0,-54.02943580895623
-2549514.5999999996,-4662111.0,-55.95916522258837
-2549436.9,-4662111.0,-62.63132695589876
-2549359.1999999997,-4662111.0,-75.50395391492079
-2549281.5,-4662111.0,-85.51176210049243
-2549203.8,-4662111.0,-93.33654129485484
-2549126.1,-4662111.0,-106.46491655485764
-2549048.4,-4662111.0,-129.3522021082962
-2548970.6999999997,-4662111.0,-155.86759445528222
-2548892.9999999995,-4662111.0,-185.7003768661421
-2548815.3,-4662111.0,-228.42432344201117
-2548737.5999999996,-4662111.0,-267.6949304428199
-2548659.9,-4662111.0,-303.0823413668813
-2548582.2,-4662111.0,-330.36965123182534
-2548504.5,-4662111.0,-351.9335921132003
-2548426.8,-4662111.0,-370.8859660148182
-2548349.0999999996,-4662111.0,-360.16415951046974
-2548271.4,-4662111.0,-356.5925128395453
-2548193.6999999997,-4662111.0,-371.8079853622308
-2548116.0,-4662111.0,-364.88012451942814
-2548038.3,-4662111.0,-339.97202724528387
-2547960.6,-4662111.0,-314.8322048713252
-2547882.9,-4662111.0,-298.27034181176043
-2547805.1999999997,-4662111.0,-258.60607560394953
-2547727.5,-4662111.0,-247.25141214322218
-2547649.8,-4662111.0,-176.20692284280975
-2547572.1,-4662111.0,-88.52519730872771
-2547494.4,-4662111.0,-109.0087164097304
-2547416.7,-4662111.0,-93.09745767202803
-2547339.0,-4662111.0,9.048969624469754
-2547261.3,-4662111.0,92.95993822904853
-2547183.5999999996,-4662111.0,124.26396457700746
-2547105.9,-4662111.0,144.1480081360993
-2547028.1999999997,-4662111.0,164.8968587032785
-2546950.5,-4662111.0,167.21340611084977
-2546872.8,-4662111.0,151.94531189034365
-2546795.1,-4662111.0,125.85495264552134
-2546717.4,-4662111.0,94.63191318219155
-2546639.6999999997,-4662111.0,65.88356906516617
-2546562.0,-4662111.0,48.08163553613542
-2546484.3,-4662111.0,32.01745478629132
-2546406.6,-4662111.0,18.5833449464256
-2546328.9,-4662111.0,9.897198130773939
-2546251.2,-4662111.0,1.9353689177564
-2546173.4999999995,-4662111.0,-5.375915265635527
-2546095.8,-4662111.0,-17.992621797915696
-2546018.0999999996,-4662111.0,-35.415628491703906
-2545940.4,-4662111.0,-44.60012025149281
-2545862.6999999997,-4662111.0,-50.03286096198317
-2545785.0,-4662111.0,-61.481510152602056
-2549670.0,-4662000.0,-51.44250227062501
-2549592.3000000003,-4662000.0,-53.23514928012809
-2549514.5999999996,-4662000.0,-56.044206922736656
-2549436.9,-4662000.0,-60.076305819815005
-2549359.1999999997,-4662000.0,-69.07082695664778
-2549281.5,-4662000.0,-78.95862936409735
-2549203.8,-4662000.0,-86.21431370219507
-2549126.1,-4662000.0,-94.76695261424246
-2549048.4,-4662000.0,-110.5557371920974
-2548970.6999999997,-4662000.0,-143.44942068613574
-2548892.9999999995,-4662000.0,-176.40274188798517
-2548815.3,-4662000.0,-214.75168423961276
-2548737.5999999996,-4662000.0,-241.02318797151167
-2548659.9,-4662000.0,-269.5512412268905
-2548582.2,-4662000.0,-299.48765622638933
-2548504.5,-4662000.0,-322.7773583631419
-2548426.8,-4662000.0,-348.7612311366936
-2548349.0999999996,-4662000.0,-370.3380077762186
-2548271.4,-4662000.0,-357.8532289393768
-2548193.6999999997,-4662000.0,-353.51487829110636
-2548116.0,-4662000.0,-347.49390209623226
-2548038.3,-4662000.0,-339.6044997089261
-2547960.6,-4662000.0,-324.53541574427766
-2547882.9,-4662000.0,-296.0545948158364
-2547805.1999999997,-4662000.0,-256.40549123465985
-2547727.5,-4662000.0,-188.62587483307496
-2547649.8,-4662000.0,-148.02645167313077
-2547572.1,-4662000.0,-135.76871846098712
-2547494.4,-4662000.0,-131.6803527874225
-2547416.7,-4662000.0,-74.87525955683033
-2547339.0,-4662000.0,2.623803418592355
-2547261.3,-4662000.0,57.61713051735873
-2547183.5999999996,-4662000.0,91.45265969197638
-2547105.9,-4662000.0,114.00973849208971
-2547028.1999999997,-4662000.0,135.48073510485273
-2546950.5,-4662000.0,143.9857216543061
-2546872.8,-4662000.0,142.42519084479292
-2546795.1,-4662000.0,124.9653634561736
-2546717.4,-4662000.0,97.90415523699193
-2546639.6999999997,-4662000.0,64.85492698332294
-2546562.0,-4662000.0,43.6399411691227
-2546484.3,-4662000.0,22.496609321629244
-2546406.6,-4662000.0,8.722714291936112
-2546328.9,-4662000.0,3.8514215942206276
-2546251.2,-4662000.0,-0.7921445005899259
-2546173.4999999995,-4662000.0,-8.7639999030789
-2546095.8,-4662000.0,-22.088303598910766
-2546018.0999999996,-4662000.0,-35.02559049437714
-2545940.4,-4662000.0,-42.87587853449569
-2545862.6999999997,-4662000.0,-50.343388476839785
-2545785.0,-4662000.0,-57.69269410684932
-2549670.0,-4661888.999999999,-49.40463894160261
-2549592.3000000003,-4661888.999999999,-51.789111814396826
-2549514.5999999996,-4661888.999999999,-54.92700326308699
-2549436.9,-4661888.999999999,-59.35139083262972
-2549359.1999999997,-4661888.999999999,-64.5706144487977
-2549281.5,-4661888.999999999,-72.64177739300463
-2549203.8,-4661888.999999999,-82.14413596315435
-2549126.1,-4661888.999999999,-92.82351797976665
-2549048.4,-4661888.999999999,-107.312794294208
-2548970.6999999997,-4661888.999999999,-135.9597600774193
-2548892.9999999995,-4661888.999999999,-167.30668107515208
-2548815.3,-4661888.999999999,-199.22331555100368
-2548737.5999999996,-4661888.999999999,-219.51643687237814
-2548659.9,-4661888.999999999,-243.9697064230675
-2548582.2,-4661888.999999999,-270.5483394723026
-2548504.5,-4661888.999999999,-305.49537253528797
-2548426.8,-4661888.999999999,-336.3245407637333
-2548349.0999999996,-4661888.999999999,-361.4660613790258
-2548271.4,-4661888.999999999,-369.2299334432929
-2548193.6999999997,-4661888.999999999,-332.9221818670535
-2548116.0,-4661888.999999999,-318.455970140552
-2548038.3,-4661888.999999999,-312.2951012531041
-2547960.6,-4661888.999999999,-300.23419945515894
-2547882.9,-4661888.999999999,-274.28194170697077
-2547805.1999999997,-4661888.999999999,-249.45509993147186
-2547727.5,-4661888.999999999,-217.90938282888564
-2547649.8,-4661888.999999999,-196.01312171847997
-2547572.1,-4661888.999999999,-183.1834662202328
-2547494.4,-4661888.999999999,-115.29649507816474
-2547416.7,-4661888.999999999,-61.823761954623784
-2547339.0,-4661888.999999999,-26.59531238751594
-2547261.3,-4661888.999999999,10.76788560367008
-2547183.5999999996,-4661888.999999999,54.03549959806363
-2547105.9,-4661888.999999999,84.3377751313869
-2547028.1999999997,-4661888.999999999,106.36974833977847
-2546950.5,-4661888.999999999,119.73991198522917
-2546872.8,-4661888.999999999,121.04568964979546
-2546795.1,-4661888.999999999,112.33240854743077
-2546717.4,-4661888.999999999,93.8202012759588
-2546639.6999999997,-4661888.999999999,66.5998222266507
-2546562.0,-4661888.999999999,36.51143491249078
-2546484.3,-4661888.999999999,22.498298879316515
-2546406.6,-4661888.999999999,11.523939147959155
-2546328.9,-4661888.999999999,7.751084431758499
-2546251.2,-4661888.999999999,-2.960617381717574
-2546173.4999999995,-4661888.999999999,-13.969007899705268
-2546095.8,-4661888.999999999,-19.322011611291828
-2546018.0999999996,-4661888.999999999,-25.276286432362735
-2545940.4,-4661888.999999999,-35.51515584121381
-2545862.6999999997,-4661888.999999999,-50.943092887796695
-2545785.0,-4661888.999999999,-57.47432245910215
-2549670.0,-4661778.0,-47.50488922818104
-2549592.3000000003,-4661778.0,-49.82605995804779
-2549514.5999999996,-4661778.0,-53.5902741024063
-2549436.9,-4661778.0,-58.5395836739664
-2549359.1999999997,-4661778.0,-66.0435158638464
-2549281.5,-4661778.0,-76.91504655976298
-2549203.8,-4661778.0,-91.43283545122179
-2549126.1,-4661778.0,-103.650053906289
-2549048.4,-4661778.0,-112.92599645218922
-2548970.6999999997,-4661778.0,-127.27229767995036
-2548892.9999999995,-4661778.0,-141.7351550619763
-2548815.3,-4661778.0,-173.9654422206712
-2548737.5999999996,-4661778.0,-204.18949238231664
-2548659.9,-4661778.0,-228.34689401597402
-2548582.2,-4661778.0,-253.67210896068443
-2548504.5,-4661778.0,-287.90679759100834
-2548426.8,-4661778.0,-316.84942429827913
-2548349.0999999996,-4661778.0,-330.3017969947555
-2548271.4,-4661778.0,-330.9305823198672
-2548193.6999999997,-4661778.0,-324.5873674036604
-2548116.0,-4661778.0,-319.23655889001475
-2548038.3,-4661778.0,-312.8505581549481
-2547960.6,-4661778.0,-293.3215904365916
-2547882.9,-4661778.0,-266.8413933085769
-2547805.1999999997,-4661778.0,-240.1380339101454
-2547727.5,-4661778.0,-204.75593199370735
-2547649.8,-4661778.0,-171.32765356436198
-2547572.1,-4661778.0,-137.35985126754736
-2547494.4,-4661778.0,-98.8828689118442
-2547416.7,-4661778.0,-64.65100012297866
-2547339.0,-4661778.0,-33.07511759838952
-2547261.3,-4661778.0,3.7693882000264964
-2547183.5999999996,-4661778.0,31.449679149418046
-2547105.9,-4661778.0,50.71250562207067
-2547028.1999999997,-4661778.0,59.05769739561032
-2546950.5,-4661778.0,73.42289230523546
-2546872.8,-4661778.0,86.09310692378942
-2546795.1,-4661778.0,90.10250606631207
-2546717.4,-4661778.0,82.27745857796467
-2546639.6999999997,-4661778.0,63.08122877482424
-2546562.0,-4661778.0,43.15941952042939
-2546484.3,-4661778.0,31.150876870090386
-2546406.6,-4661778.0,17.93293532718204
-2546328.9,-4661778.0,1.207585684607533
-2546251.2,-4661778.0,-10.122282921740846
-2546173.4999999995,-4661778.0,-16.298329178483144
-2546095.8,-4661778.0,-18.267375645757674
-2546018.0999999996,-4661778.0,-21.78236212687539
-2545940.4,-4661778.0,-33.24220663781321
-2545862.6999999997,-4661778.0,-52.45190452979903
-2545785.0,-4661778.0,-59.24613854525623
-2549670.0,-4661667.0,-47.07530656404749
-2549592.3000000003,-4661667.0,-49.5455386917951
-2549514.5999999996,-4661667.0,-55.58790225241751
-2549436.9,-4661667.0,-63.798166466302085
-2549359.1999999997,-4661667.0,-74.5947364676391
-2549281.5,-4661667.0,-86.46362444797603
-2549203.8,-4661667.0,-98.63496714300096
-2549126.1,-4661667.0,-111.71519930181668
-2549048.4,-4661667.0,-125.15204868316432
-2548970.6999999997,-4661667.0,-137.7157927809596
-2548892.9999999995,-4661667.0,-153.4250581867148
-2548815.3,-4661667.0,-173.5412838449518
-2548737.5999999996,-4661667.0,-196.0450974548725
-2548659.9,-4661667.0,-218.15298726101972
-2548582.2,-4661667.0,-239.79544009970797
-2548504.5,-4661667.0,-259.7590044287513
-2548426.8,-4661667.0,-288.1757316451351
-2548349.0999999996,-4661667.0,-325.1129008814934
-2548271.4,-4661667.0,-351.02438591714855
-2548193.6999999997,-4661667.0,-361.1868275503047
-2548116.0,-4661667.0,-341.53423436216355
-2548038.3,-4661667.0,-303.97455186458245
-2547960.6,-4661667.0,-271.05525575968375
-2547882.9,-4661667.0,-245.28975530725805
-2547805.1999999997,-4661667.0,-228.55054191764003
-2547727.5,-4661667.0,-208.06400260392422
-2547649.8,-4661667.0,-177.57414946725265
-2547572.1,-4661667.0,-147.80600419445358
-2547494.4,-4661667.0,-123.88729875002551
-2547416.7,-4661667.0,-99.08793148875964
-2547339.0,-4661667.0,-70.38533399586565
-2547261.3,-4661667.0,-35.334159046501654
-2547183.5999999996,-4661667.0,1.8080008919252641
-2547105.9,-4661667.0,1.8112788255428605
-2547028.1999999997,-4661667.0,-17.399425831636044
-2546950.5,-4661667.0,0.9830459386223942
-2546872.8,-4661667.0,44.230538125492835
-2546795.1,-4661667.0,63.79889509951231
-2546717.4,-4661667.0,64.9357700342938
-2546639.6999999997,-4661667.0,49.410622253708695
-2546562.0,-4661667.0,29.89817414441592
-2546484.3,-4661667.0,8.431217419117395
-2546406.6,-4661667.0,-8.124942732129773
-2546328.9,-4661667.0,-13.92648768602294
-2546251.2,-4661667.0,-19.094259198775216
-2546173.4999999995,-4661667.0,-21.319862794713423
-2546095.8,-4661667.0,-27.208686365410856
-2546018.0999999996,-4661667.0,-34.65270502333969
-2545940.4,-4661667.0,-40.650867096121154
-2545862.6999999997,-4661667.0,-47.67922871209921
-2545785.0,-4661667.0,-57.27683896784926
-2549670.0,-4661555.999999999,-51.71506019792133
-2549592.3000000003,-4661555.999999999,-57.71847167976645
-2549514.5999999996,-4661555.999999999,-64.86333477678087
-2549436.9,-4661555.999999999,-72.61784295111708
-2549359.1999999997,-4661555.999999999,-83.60974960020297
-2549281.5,-4661555.999999999,-95.53484214010942
-2549203.8,-4661555.999999999,-107.17513228814114
-2549126.1,-4661555.999999999,-119.61913159357712
-2549048.4,-4661555.999999999,-132.08338465804903
-2548970.6999999997,-4661555.999999999,-144.41038129893218
-2548892.9999999995,-4661555.999999999,-158.01677221957164
-2548815.3,-4661555.999999999,-174.44349208168566
-2548737.5999999996,-4661555.999999999,-193.42906774493954
-2548659.9,-4661555.999999999,-214.39259370030618
-2548582.2,-4661555.999999999,-234.98423558814963
